username,tanggal_ulasan,komentar,processed_komentar,Polarity Score,Sentimen
Tascha sabrie,3 tahun lalu,tempat makan sushi terfavorite pokoknya!,makan sushi terfavorite pokok,0,Netral
Sulis Tiyo,3 tahun lalu,Tempat nyaman. Makanan enak.,nyaman makan enak,5,Positif
hendi khoirurijal,3 tahun lalu,Kesukaan istriku,suka istri,2,Positif
Dok_Spy Gembuls,3 tahun lalu,Shasiminya g segar,shasiminya g segar,4,Positif
Deyna Pahlevi,3 tahun lalu,Mahal,mahal,1,Positif
Veri Nurlita,3 tahun lalu,Makanan enak 👍 …,makan enak,1,Positif
Siva Khalifah,3 tahun lalu,"Resto jepang yang sngat cocok dgn lidah org indonesia .
Rasanya enak dan harga kelas menengah sih, enak , lezat, dan halal .
Parkiran oke , tmpat bersih dan nyaman ..",resto jepang sngat cocok dgn lidah org indonesia enak harga kelas tengah sih enak lezat halal parkir oke tmpat bersih nyaman,17,Positif
Risma Lucia,3 tahun lalu,Masih siipp tapi tadi banyak yg kosong..,siipp yg kosong,-4,Negatif
dieta singarimbun,3 tahun lalu,Petualangan makan yang tidak pernah mengecewakan. Pertahankan tim kerja mereka yang baik.,tualang makan kecewa tahan tim kerja,-3,Negatif
lingga vidiana,3 tahun lalu,"sushi tei ini tempat makan sushi favorit, meskipun harganya mihil tapi rasanya memang jagoan...rasa sushinya numero uno",sushi tei makan sushi favorit harga mihil jago sushinya numero uno,6,Positif
im rated you !!,3 tahun lalu,"Tempat kedua paling nyebelin setelah sushi tei TSM, semua sudah di share di tripadvisor. Intinya mengecewakan, semua serba slowrespond. Dan berbeda dr pelayanan sushi tei lainnya, saya sarankan jangan makan disini disaat anda lapar dan pengen di layani segera.",nyebelin sushi tei tsm share tripadvisor inti kecewa serba slowrespond beda dr layan sushi tei saran makan saat lapar ken layan,-11,Negatif
hijrahqul Fahrudin,3 tahun lalu,"Tempat yang bagus untuk makan sushi. Mereka menerapkan protokol kesehatan secara ketat, hal ini baik untuk kondisi saat ini.",bagus makan sushi terap protokol sehat ketat kondisi,-2,Negatif
andy wiliyana,3 tahun lalu,"Tempat nya cozy bgt n yg jelas sushi nya mantab surantap dah, tmpt favorite buat sy dan keluarga klo makan sushi 🍣 …",nya cozy bgt n yg sushi nya mantab surantap dah tmpt favorite sy keluarga klo makan sushi,2,Positif
Gotama NB,3 tahun lalu,Mantap,mantap,5,Positif
Yudha Hartanto,3 tahun lalu,"Satu-satunya tempat Anda bisa makan sushi enak di Jogja (terutama untuk nigiri, gunkan, dan sashimi). Sebagian besar restoran saat ini menawarkan makanan Jepang modern, jadi agak sulit menemukan rasa aslinya. …",satu makan sushi enak jogja nigiri gun sashimi restoran tawar makan jepang modern sulit temu asli,2,Positif
Dyki Jatnika,3 tahun lalu,"niat hati ingin makan enak disini, dan saya pun memberanikan diri sebagai visitor utk mencoba sushi tei, di luar area bdg. …",niat hati makan enak berani visitor utk coba sushi tei area bdg,2,Positif
sLepeh,3 tahun lalu,cocok 👍🏼 …,cocok,1,Positif
DN4 nanda,3 tahun lalu,Tempat nyaman dan seni pahatan di dinding membuat spesial,nyaman seni pahat dinding spesial,5,Positif
triyogo djoko prasetyo,3 tahun lalu,"Ramen nya top, enak banget",ramen nya top enak banget,5,Positif
marhencomal,3 tahun lalu,"Cuman nganter anak2, untuk saya ambil es krimnya aja..",cuman nganter anak ambil es krim aja,-6,Negatif
Kartika Rizki,3 tahun lalu,"Pelayanannya bagus, worth it dan enak, mantap pokoknya",layan bagus worth it enak mantap pokok,4,Positif
lathifa dinnar,3 tahun lalu,Rasanya sedikit berbeda dibandingkan di Jakarta.,beda banding jakarta,-2,Negatif
Putri Rezqita,3 tahun lalu,Salmon mentai terfavorit. Tapi kenapa selalu lebih enak sutei Jkt drpd Yk,salmon mentai favorit enak sutei jkt drpd yk,1,Positif
Noel Hasintongan,3 tahun lalu,"Oke just oke..

Gak tahu kenapa sutei di Jogja gak seenak di Jakarta. …",oke just oke gak sutei jogja gak enak jakarta,5,Positif
Vina Artika Putri,3 tahun lalu,Manteup,manteup,0,Netral
Hanindra Nugraha,3 tahun lalu,"Tempat makan favorit istri. Tempatnya cozy jika berbanyak bisa ditempatkan di ruangan private sehingga tidak bercampur dengan orang lain.
Makanan makannya sama dengan outlet outlet yang ada di jakarta",makan favorit istri tempat cozy banyak tempat ruang private campur orang makan makan outlet outlet jakarta,-4,Negatif
Supriyadi,3 tahun lalu,Pelayanan prima dengan menu sushi terbaik,layan prima menu sushi baik,6,Positif
Arifatun Milah,3 tahun lalu,Mereka memiliki program pencegahan terhadap COVID-19: memeriksa suhu dan juga memberitahukan setiap pelanggan untuk menggunakan hand sanitizer terlebih dahulu sebelum memasuki area restoran. …,milik program cegah covid periksa suhu memberitahukan langgan hand sanitizer pasuk area restoran,-7,Negatif
Fawwaz Azzam Maizanno Agung,3 tahun lalu,Fwz ikut kelas memasak,fwz kelas masak,-3,Negatif
Franz Sidjabat,3 tahun lalu,"Seperti yang diketahui, Sushi Tei adalah jaringan restoran yang menyediakan sushi (dan makanan jepang lainnya). Lokasinya cukup strategis karena bukan merupakan bagian dari mall. Sehingga kalau orang yang mau makan sushi memang ke tempat …",sushi tei jaring restoran sedia sushi makan jepang lokasi strategis mall orang makan sushi,1,Positif
ambar megasari,3 tahun lalu,"Enak banget, harga ga bohong kan. Hahaha. Cozy place. Prokesnya ok. Did depan udah disediain automatic hand sanitizer.",enak banget harga ga bohong hahaha cozy place prokesnya ok did udah ain automatic hand sanitizer,-3,Negatif
Yodhi Indrawan Mulyo,3 tahun lalu,Selalu sediakan sushi yang enak,sedia sushi enak,3,Positif
luluk shoviana,3 tahun lalu,Bukan untuk penggemar makanan non Jepang,gemar makan non jepang,4,Positif
afifah husnun,3 tahun lalu,Sashimi salmon & lobster roll renyah adalah yang terbaik di antara semuanya,sashimi salmon lobster roll renyah baik,2,Positif
Nur Ichwan Armi Maliki,3 tahun lalu,"Pertama kali ke sini, sangat terkejut 😂. Karna ga pernah pesen dan makan2an unik seperti ini. Karna pertama kali akhirnya saya coba untuk pesan menu yg paket komplit yaitu kirishima, dango dan takoyaki chesee. Saya kira nunggu lama, …",kali kejut karna ga sen makan unik karna kali coba pesan menu yg paket komplit kirishima dango takoyaki chesee nunggu,5,Positif
Purwadi Ipong,3 tahun lalu,Nyaman,nyaman,4,Positif
Anastasia Nita Indriyani,3 tahun lalu,Favorit sushi,favorit sushi,0,Netral
Radu Brebenar,3 tahun lalu,Makanan yang sangat segar dan enak. Tempat bersih juga.,makan segar enak bersih,5,Positif
Ewinda Adlina Hashifa,3 tahun lalu,"Pelayanan oke dan makanan super enak, terutama salmonnya ngga amis",layan oke makan super enak salmon ngga amis,2,Positif
IHP ST,3 tahun lalu,Taste ok banget...,taste ok banget,3,Positif
Bunga Amelia,3 tahun lalu,Worth it sih utk harga segitu. Salmonnya beda dr yg lain bahkan di mall sekalipun tetep lbh enak disini. Melted dimulut dan fatty. Enak bgt  tmpt jg nyaman,worth it sih utk harga segitu salmon beda dr yg mall tetep lbh enak melted mulut fatty enak bgt tmpt jg nyaman,3,Positif
Ainun Ulum,3 tahun lalu,Selalu mantab,mantab,0,Netral
Silvia Putra,3 tahun lalu,Istirahat Jepang favorit kami ❤❤,istirahat jepang favorit,-2,Negatif
Fitrian Arista Putra,3 tahun lalu,"waiting room hanya untuk pelanggan terhormat.... sampah sekali, menunggu diusir suruh keluar",waiting room langgan hormat sampah tunggu usir suruh,-9,Negatif
Yovi Amanda,3 tahun lalu,Mahal untuk makanan yang tidak begitu enak.,mahal makan enak,2,Positif
Ivone Feranika,3 tahun lalu,Oke,oke,2,Positif
Risang Suprastyono,3 tahun lalu,"Enak, nyaman.",enak nyaman,5,Positif
eguh leksono,3 tahun lalu,penuh cita rasa,penuh cita,0,Netral
CA DH,3 tahun lalu,"Salmonnya fresh, pelayanan nya daebak, badabest 🥰 …",salmon fresh layan nya daebak badabest,-2,Negatif
Ratih Melati,3 tahun lalu,Sushi terbaik di kota?,sushi baik kota,1,Positif
Anis Dewanty,3 tahun lalu,"Gyuniku cheese maki, salmon crispy aburi 🤤 …",gyuniku cheese maki salmon crispy abur,-10,Negatif
Kiara Paramita Octaviani,3 tahun lalu,"Pertama-tama, Sushi Tei terletak tepat di depan jalan yang ramai, jadi google map mengarahkan saya ke sebuah gang tepat di sebelahnya, jadi lebih baik parkir mobil Anda di sana. Saat itu hari Sabtu malam ketika saya datang, jadi rumah …",tama sushi tei letak jalan ramai google map arah gang belah parkir mobil sabtu malam rumah,-10,Negatif
Theo Christopher,3 tahun lalu,"Mantep banget, lumayan pricey tp gamasalah karna abis gajian, lumayan lah buat abis2in duit gajian, nanti tengah bulan siap2 burjo manggala lagi 👍👍👍 …",mantep banget lumayan pricey tp gamasalah karna abis gaji lumayan abisin duit gaji burjo manggala,-1,Negatif
Vidi Raharja,3 tahun lalu,Susi yg ga abal abal,sus yg ga abal abal,0,Netral
Wiku Pamungkas,3 tahun lalu,Sushi terbaik di Yogya sejauh ini...agak mahal tapi worth it...lagipula ada harga untuk kualitas...,sushi baik yogya mahal worth it lagipula harga kualitas,10,Positif
substitute,3 tahun lalu,provides sushitei menu ranges as u know it. cuma tempatnya standalone jadi nyaman bgt. parkir luas. waktu kesana lagi ada syuting tapi gak terganggu sama sekali,provides sushitei menu ranges as u know it tempat standalone nyaman bgt parkir luas kesana syuting gak ganggu,1,Positif
Hiruya Saiwai,3 tahun lalu,"Jika Anda ingin sushi, silakan pergi ke restoran ini.
Menurut saya harganya tidak terlalu mahal, jadi saya makan banyak item menu yang berbeda. Rasanya cukup enak. …",sushi sila pergi restoran harga mahal makan item menu beda enak,-10,Negatif
Junaidi Effendi,3 tahun lalu,"nyaman  , enak , tempat parkir terbatas",nyaman enak parkir batas,3,Positif
Febryan Mujahid,3 tahun lalu,Enaknya mimta ampun,enak mimta ampun,-1,Negatif
Arifin Arifin,3 tahun lalu,"Sushi nya enak. Pricey of course, but worth it. pelayanannya juga baik, makanan yang diorder datang tepat waktu, good management",sushi nya enak pricey of course but worth it layan makan order good management,6,Positif
Zefa Dhia,3 tahun lalu,"Sushi paling enak di Jogja, bagaimana dengan pelayanannya? Sangat bagus! Anda tidak akan pernah marah! Anda harus mencoba teriyaki kepala salmon, super enak dan harganya hanya 49K/porsi... dan kualitasnya bagus! 👍🏼👍🏼👍🏼 Dan bagian terbaiknya... terkadang mereka mengadakan promosi! …",sushi enak jogja layan bagus marah coba teriyaki kepala salmon super enak harga k porsi kualitas bagus baik terkadang ada promosi,12,Positif
Marinda Ghaisani,3 tahun lalu,Tidak diragukan lagi sushi dan masakan Jepang yang lezat. Sepadan dengan harganya,ragu sushi masakan jepang lezat padan harga,8,Positif
Elmo KenthOS,3 tahun lalu,"Restoran terbaik yg pernah saya kunjungi untuk urusan sushi dan sashimi di jogja. Di jogja, rata2 hanya jual sushi, d sini salah satu tempat yg juga jual sashimi, jadi kalau ke sini ya pesennya sashimi. Paling nyoba sushi satu piring. …",restoran baik yg kunjung urus sushi sashimi jogja jogja jual sushi d salah yg jual sashimi ya sen sashimi nyoba sushi piring,0,Netral
RINDU ALLAH,3 tahun lalu,Bagus,bagus,-2,Negatif
Oka Mahendra,3 tahun lalu,"Kurang bisa ngepasin waktu nyajiin saat buka puasa,ud dibilangin buat buka puasa malah ud dikeluarin jam 5,makan ramen dingin dah😴 …",ngepasin nyajiin buka puasa ud dibilangin buka puasa ud dikeluarin jam makan ramen dingin dah,-5,Negatif
Jatmiko Wae,3 tahun lalu,"Letaknya ada di jalan Afandi di jogjakarta, sebenernya tidak terlalu istimewa karena memang sushi tei ya dimana mana sudah punya standar yang sama. Kelebihannya tempat parkir cukup nyaman dan berada di pinggir jalan raya. Oiya ada di …",letak jalan afandi jogjakarta sebenernya istimewa sushi tei ya mana standar lebih parkir nyaman pinggir jalan raya oiya,4,Positif
Saifulloh AM,3 tahun lalu,Parkirnya yg kurang memadai,parkir yg pada,-2,Negatif
fajar setiaji,3 tahun lalu,Enakk,enakk,0,Netral
aris santoso,3 tahun lalu,"Makanannya enak, tempatnya bersih, akses mudah.",makan enak tempat bersih akses mudah,3,Positif
Danang Purwoko R,3 tahun lalu,Adem,adem,0,Netral
Ido Guides,3 tahun lalu,"Kalau lagi bosan makan makanan tradisional dan pengen makanan jepang, nggak pernah salah kalau kesini. Banyak kenangan manis disini, dulu habis lebaran dan liburan ke jogja, tujuan pertama kesini. Karena anak2 pengen banget makan sushi dan …",bosan makan makan tradisional ken makan jepang nggak salah kesini kenang manis habis lebaran libur jogja tuju kesini anak ken banget makan sushi,-4,Negatif
panjie bagong,3 tahun lalu,Rasa standar,standar,-2,Negatif
Jinnat Baby,3 tahun lalu,Mantap masakannya,mantap masakan,8,Positif
Daniel Putra,3 tahun lalu,Chicken karage saladnya mantap!,chicken karage saladnya mantap,5,Positif
boim ajah,3 tahun lalu,Untuk makan Sushi itu enak,makan sushi enak,1,Positif
Sukron Rizkya,3 tahun lalu,Sushi tei okee,sushi tei okee,0,Netral
Qonita Aulia R,3 tahun lalu,Ya! Sushinya banyak sekali. Layanan hebat - sejak kami memasuki resto hingga pembayaran selesai. Parkir valet juga tersedia.,ya sushinya layan hebat pasuk resto bayar selesai parkir valet sedia,2,Positif
Yulia Nugraheni,3 tahun lalu,"Si Kakak suka sushi, oke.. Si adek suka mie mie an, oke",si kakak suka sushi oke si adek suka mie mie an oke,8,Positif
Nurul Enggar,3 tahun lalu,Olahan salmon nya juara sih ❤️,olah salmon nya juara sih,0,Netral
Wahyuningsih Puspito,3 tahun lalu,Menu masakan japan authentic,menu masakan japan authentic,3,Positif
"drg. Rudy Wijayanto, MDSc, Sp.Perio",3 tahun lalu,Sushi terbaik di Yogya,sushi baik yogya,2,Positif
Chandra Hasan,3 tahun lalu,Nah.. jika kamu suka sushi.. ini tempatnya.. tapi ingat.. ini sushi.. artinya semuanya mentah...,suka sushi tempat sushi mentah,-1,Negatif
Sie Isnadys,3 tahun lalu,Shusi tei makanan khas dari jepang,shusi tei makan khas jepang,4,Positif
Arief Rahman,3 tahun lalu,Oke,oke,2,Positif
Aa “Djman”,3 tahun lalu,Discount makan di tempat untuk item tertentu sampai 12 april 2021,discount makan item april,-4,Negatif
Nugrahaeni Budianti,3 tahun lalu,Ngangeni... beda dengan sushi lainnya,ngangeni beda sushi,-2,Negatif
Alice Chen,3 tahun lalu,Rame bgt...1p,rame bgt p,0,Netral
Endy Js,3 tahun lalu,Tidak pada tingkat layanan terbaik,tingkat layan baik,3,Positif
anggita filans,3 tahun lalu,Makanan Jepang terlezat yang pernah ada,makan jepang lezat,5,Positif
Jordy Fohman,3 tahun lalu,Sushi Enak sesuai dengan harganya 👍 …,sushi enak sesuai harga,7,Positif
danis ardee,3 tahun lalu,tempat yang bagus,bagus,-2,Negatif
Rizqie Maulana,3 tahun lalu,"Sering ramai, kualitas makanan baik, pelayanan baik, parkir mobil terbatas",ramai kualitas makan layan parkir mobil batas,1,Positif
Andri Rahardja,3 tahun lalu,"Makanan enak, sedikit mahal",makan enak mahal,2,Positif
yubi muhwan,3 tahun lalu,Secangkir Musi diacungi jempol,cangkir mus acung jempol,4,Positif
Deyla Prajna,3 tahun lalu,tidak bisa berkata kata lagi karena kekenyangan,kenyang,3,Positif
Agnes Constantie Abigail Tamrin,3 tahun lalu,"Sushinya enak. Saat jam makan siang, perlu waktu untuk mengantri banyak.",sushinya enak jam makan siang antri,1,Positif
dwi irfan,3 tahun lalu,"Gw penggemar sushi tei, di jakarta biasa makan di GI/PI/Sency. Ntah kenapa pas di jogja rasanya beda?? Terutama nasinya 😔. Gw kira awalnya krn pesen via gojek rasanya jd beda krn ga fresh. Trnyata emang pas makan di restonya, rasa ga seenak di jkt dan nasinya bikin sushi tei macem sushi2 kaki 5. Sorry. Mungkin untuk perbaikan kedepanya …",gw gemar sushi tei jakarta makan gi pi sency ntah pas jogja beda nasi gw krn sen via gojek jd beda krn ga fresh trnyata emang pas makan restonya ga enak jkt nasi bikin sushi tei macem sushi kaki sorry baik depa,5,Positif
Kharisma Cendhika Putra,3 tahun lalu,Sushi terbaik di kota,sushi baik kota,1,Positif
Dimas Aji,3 tahun lalu,Yang terpenting Halal lokasi depan RRI,penting halal lokasi rri,-1,Negatif
Agung Priatmodjo,3 tahun lalu,Sushi yang bener2 authentic sushi nih,sushi bener authentic sushi nih,2,Positif
Renni Rahmadani,3 tahun lalu,Sukaak rasa enak (ada harga ada rasa ya) tmpt nyaman menerapkan prokes harga sesuai lah sama rasa.,sukaak enak harga ya tmpt nyaman terap prokes harga sesuai,18,Positif
Ririz Rahmadani,3 tahun lalu,"Sushi terbaik di kota! harga sangat worth it dengan rasa dan kualitasnya! harganya cukup mahal untuk pelajar, jadi saya merekomendasikan yang ini untuk keluarga/orang dewasa karena kamu butuh uang untuk makan sushi di sana. …",sushi baik kota harga worth it kualitas harga mahal ajar rekomendasi keluarga orang dewasa butuh uang makan sushi,8,Positif
tiara charisma,3 tahun lalu,Sushi terbaik di kota,sushi baik kota,1,Positif
RIZAL,3 tahun lalu,Okelah,oke,2,Positif
robert wibisono,3 tahun lalu,Makanannya enak,makan enak,1,Positif
Moeljono Hadi,3 tahun lalu,Mantab cocok selera nya & setara dgn harganya... selain sushi zan mai sushi tei sbg rekomen haojek,mantab cocok selera nya tara dgn harga sushi zan mai sushi tei sbg rekomen haojek,9,Positif
LekGiyo Uyek,3 tahun lalu,Manteb pokoknya pengen makan tiap hari,manteb pokok ken makan,1,Positif
Marfa Antiq,3 tahun lalu,Saya suka tempat ini,suka,2,Positif
Vigi Verindo,3 tahun lalu,Selalu ramai dan sesuai protokol,ramai sesuai protokol,1,Positif
Nadya Permata,3 tahun lalu,"Rasanya enak.
Tempat yang nyaman.
Layanan hebat.
Mentainya sangat bagus",enak nyaman layan hebat mentainya bagus,3,Positif
Rafael Raditya Hernanda,3 tahun lalu,Enak,enak,1,Positif
Ary Juwono,3 tahun lalu,"Tempatnya nyaman u nongkrong , sushinya makyuss",tempat nyaman u nongkrong sushinya makyuss,1,Positif
ranosangka,3 tahun lalu,"Makanan OK, pelayanan perlu ditingkatkan. Customer yang datang duluan seharusnya didahulukan...",makan ok layan tingkat customer duluan dahulu,6,Positif
Wahyu Raditya,3 tahun lalu,Saya selalu order mabotofu udon di sushi tei kota manapun yg saya mampir (kalo ada sushi tei). Disini saya coba kurang mantap.,order mabotofu udon sushi tei kota mana yg mampir kalo sushi tei coba mantap,4,Positif
Joan Nurmalita,3 tahun lalu,enak.. dan mahal 👍😂 …,enak mahal,2,Positif
Noor Habibbah,3 tahun lalu,Menu inari dan idako selalu favorit,menu inari idako favorit,0,Netral
Bernadus Adi,3 tahun lalu,Terbaik,baik,2,Positif
Suna Ryadi,3 tahun lalu,"Makanan enak2, fresh.
Bawa jaket kalau ke sini, setting ac selalu ""terlalu dingin"".",makan enak fresh bawa jaket setting ac dingin,-1,Negatif
Suma Wardhen,3 tahun lalu,"Tidak. Enak.. Suasananya enak, rasanya enak, makanannya segar, enak dan harganya murah. Silahkan dicoba.. Besok saya kesini lagi sambil jogging",enak suasana enak enak makan segar enak harga murah silah coba besok kesini jogging,20,Positif
haryoko insan amin,3 tahun lalu,Enaks..dah gitu aja,enaks dah gitu aja,-2,Negatif
Ahmad Ismi Maulana,3 tahun lalu,"Tempatnya cozy banget, cocok buat makan sama keluarga",tempat cozy banget cocok makan keluarga,-2,Negatif
gojek jogja,3 tahun lalu,Bagus bersih,bagus bersih,-2,Negatif
Coach Ali Shah,3 tahun lalu,"Sushi lezat, Tempat bagus & bersih, hidangan lainnya enak, area parkir tersedia, layanan bagus, kontrol bagus. …",sushi lezat bagus bersih hidang enak area parkir sedia layan bagus kontrol bagus,5,Positif
